Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
flooring-installation,,,,,,,,,Luxury Vinyl Medium,,,,,,,,CR_FLOOR_004,0.0,,deny,manual,3800.00,,false,true,,,,,,,,,g,,,
cabinet-refacing,Cabinet Refacing Service,<p>Transform your kitchen or bathroom with professional cabinet refacing and humidity-resistant finishes.</p>,First Coast Home Remodeling,Services > Professional Services > IT & Technology,Services,"Cabinets, Refacing, Kitchen, Bathroom",true,Service Type,Small Kitchen,,,,,,,,CR_CAB_001,0.0,,deny,manual,4500.00,,false,true,,https://burst.shopifycdn.com/photos/modern-kitchen-cabinets.jpg?width=1500,1,"",false,Cabinet Refacing Service | First Coast Home Remodeling,Professional cabinet refacing with humidity-resistant finishes,,g,,,active
cabinet-refacing,,,,,,,,,Medium Kitchen,,,,,,,,CR_CAB_002,0.0,,deny,manual,7200.00,,false,true,,,,,,,,,g,,,
cabinet-refacing,,,,,,,,,Large Kitchen,,,,,,,,CR_CAB_003,0.0,,deny,manual,12000.00,,false,true,,,,,,,,,g,,,
cabinet-refacing,,,,,,,,,Bathroom Vanity,,,,,,,,CR_CAB_004,0.0,,deny,manual,2800.00,,false,true,,,,,,,,,g,,,
planning-consultation,Basic Planning Consultation,<p>Professional project planning consultation including initial assessment and budget estimates.</p>,First Coast Home Remodeling,Services > Professional Services > Consulting Services,Services,"Planning, Consultation, Design, Budget",true,Service Type,Single Consultation,,,,,,,,PL_CONSULT_001,0.0,,deny,manual,650.00,,false,true,,https://burst.shopifycdn.com/photos/construction-plans-blueprints.jpg?width=1500,1,"",false,Basic Planning Consultation | First Coast Home Remodeling,Professional remodeling consultation and planning services,,g,,,active
planning-consultation,,,,,,,,,Extended Consultation,,,,,,,,PL_CONSULT_002,0.0,,deny,manual,950.00,,false,true,,,,,,,,,g,,,
planning-consultation,,,,,,,,,Package Deal,,,,,,,,PL_CONSULT_003,0.0,,deny,manual,1750.00,,false,true,,,,,,,,,g,,,
planning-consultation,,,,,,,,,Follow-up Session,,,,,,,,PL_CONSULT_004,0.0,,deny,manual,350.00,,false,true,,,,,,,,,g,,,
design-package,Standard Design Package,<p>Comprehensive design service including detailed floor plans and 3D renderings.</p>,First Coast Home Remodeling,Services > Professional Services > Consulting Services,Services,"Design, 3D Rendering, Floor Plans, Coastal",true,Service Type,Single Room,,,,,,,,PL_DESIGN_001,0.0,,deny,manual,2200.00,,false,true,,https://burst.shopifycdn.com/photos/3d-architectural-rendering.jpg?width=1500,1,"",false,Standard Design Package | First Coast Home Remodeling,Professional design services with 3D renderings,,g,,,active
design-package,,,,,,,,,Multiple Rooms,,,,,,,,PL_DESIGN_002,0.0,,deny,manual,3800.00,,false,true,,,,,,,,,g,,,
design-package,,,,,,,,,Full Home,,,,,,,,PL_DESIGN_003,0.0,,deny,manual,6500.00,,false,true,,,,,,,,,g,,,
design-package,,,,,,,,,Commercial Space,,,,,,,,PL_DESIGN_004,0.0,,deny,manual,4500.00,,false,true,,,,,,,,,g,,,
permit-assistance,Permit Assistance Service,<p>Professional permit application and approval assistance for your remodeling project.</p>,First Coast Home Remodeling,Services > Professional Services > Consulting Services,Services,"Permits, Building Codes, Legal, Compliance",true,Service Type,Basic Renovation,,,,,,,,PL_PERMIT_001,0.0,,deny,manual,750.00,,false,true,,https://burst.shopifycdn.com/photos/building-permits-documents.jpg?width=1500,1,"",false,Permit Assistance Service | First Coast Home Remodeling,Professional permit assistance and building code compliance,,g,,,active
permit-assistance,,,,,,,,,Structural Changes,,,,,,,,PL_PERMIT_002,0.0,,deny,manual,1500.00,,false,true,,,,,,,,,g,,,
permit-assistance,,,,,,,,,Commercial Project,,,,,,,,PL_PERMIT_003,0.0,,deny,manual,1200.00,,false,true,,,,,,,,,g,,,
permit-assistance,,,,,,,,,Historic Property,,,,,,,,PL_PERMIT_004,0.0,,deny,manual,2200.00,,false,true,,,,,,,,,g,,,
feasibility-study,Feasibility Study Service,<p>Comprehensive feasibility analysis for your remodeling project including structural assessment.</p>,First Coast Home Remodeling,Services > Professional Services > Consulting Services,Services,"Feasibility, Analysis, Assessment, Coastal",true,Service Type,Basic Assessment,,,,,,,,PL_FEAS_001,0.0,,deny,manual,1250.00,,false,true,,https://burst.shopifycdn.com/photos/construction-site-assessment.jpg?width=1500,1,"",false,Feasibility Study Service | First Coast Home Remodeling,Professional feasibility studies for coastal remodeling,,g,,,active
feasibility-study,,,,,,,,,Detailed Analysis,,,,,,,,PL_FEAS_002,0.0,,deny,manual,2500.00,,false,true,,,,,,,,,g,,,
feasibility-study,,,,,,,,,Commercial Assessment,,,,,,,,PL_FEAS_003,0.0,,deny,manual,1850.00,,false,true,,,,,,,,,g,,,
feasibility-study,,,,,,,,,Storm Assessment,,,,,,,,PL_FEAS_004,0.0,,deny,manual,1950.00,,false,true,,,,,,,,,g,,,
material-bundles,Material Sourcing Bundle,<p>Curated material packages for DIY projects including coastal-grade paints and fixtures.</p>,First Coast Home Remodeling,Services > Professional Services > IT & Technology,Services,"Materials, Bundle, Coastal Grade, DIY",true,Service Type,Bathroom Refresh,,,,,,,,MS_BUNDLE_001,0.0,,deny,manual,1200.00,,false,true,,https://burst.shopifycdn.com/photos/construction-materials-warehouse.jpg?width=1500,1,"",false,Material Sourcing Bundle | First Coast Home Remodeling,Curated material bundles with coastal-grade products,,g,,,active
material-bundles,,,,,,,,,Kitchen Refresh,,,,,,,,MS_BUNDLE_002,0.0,,deny,manual,2200.00,,false,true,,,,,,,,,g,,,
material-bundles,,,,,,,,,Bedroom Refresh,,,,,,,,MS_BUNDLE_003,0.0,,deny,manual,950.00,,false,true,,,,,,,,,g,,,
material-bundles,,,,,,,,,Living Room Refresh,,,,,,,,MS_BUNDLE_004,0.0,,deny,manual,1650.00,,false,true,,,,,,,,,g,,,
premium-materials,Premium Material Sourcing,<p>High-end material sourcing service featuring luxury coastal-resistant materials.</p>,First Coast Home Remodeling,Services > Professional Services > IT & Technology,Services,"Premium, Luxury, Custom, Hurricane-Rated",true,Service Type,Hurricane Windows,,,,,,,,MS_PREMIUM_001,0.0,,deny,manual,8500.00,,false,true,,https://burst.shopifycdn.com/photos/hurricane-windows-installation.jpg?width=1500,1,"",false,Premium Material Sourcing | First Coast Home Remodeling,Premium coastal-resistant materials and hurricane-rated products,,g,,,active
premium-materials,,,,,,,,,Storm Doors,,,,,,,,MS_PREMIUM_002,0.0,,deny,manual,4200.00,,false,true,,,,,,,,,g,,,
premium-materials,,,,,,,,,Luxury Flooring,,,,,,,,MS_PREMIUM_003,0.0,,deny,manual,6800.00,,false,true,,,,,,,,,g,,,
premium-materials,,,,,,,,,Smart Home Package,,,,,,,,MS_PREMIUM_004,0.0,,deny,manual,3200.00,,false,true,,,,,,,,,g,,,
wholesale-access,Wholesale Access Program,<p>Direct access to our wholesale supplier network with contractor pricing on materials.</p>,First Coast Home Remodeling,Services > Professional Services > IT & Technology,Services,"Wholesale, Contractor Pricing, Bulk, Savings",true,Service Type,Basic Access,,,,,,,,MS_WHOLESALE_001,0.0,,deny,manual,350.00,,false,true,,https://burst.shopifycdn.com/photos/wholesale-building-supplies.jpg?width=1500,1,"",false,Wholesale Access Program | First Coast Home Remodeling,Direct wholesale access to contractor pricing,,g,,,active
wholesale-access,,,,,,,,,Premium Access,,,,,,,,MS_WHOLESALE_002,0.0,,deny,manual,600.00,,false,true,,,,,,,,,g,,,
wholesale-access,,,,,,,,,Annual Access,,,,,,,,MS_WHOLESALE_003,0.0,,deny,manual,1000.00,,false,true,,,,,,,,,g,,,
wholesale-access,,,,,,,,,Project-Based,,,,,,,,MS_WHOLESALE_004,0.0,,deny,manual,250.00,,false,true,,,,,,,,,g,,,
specialty-coastal,Specialty Coastal Materials,<p>Specialized sourcing for coastal-specific materials including salt-resistant fixtures.</p>,First Coast Home Remodeling,Services > Professional Services > IT & Technology,Services,"Coastal, Salt-Resistant, Hurricane-Rated, Specialty",true,Service Type,Salt-Resistant Fixtures,,,,,,,,MS_SPECIALTY_001,0.0,,deny,manual,1850.00,,false,true,,https://burst.shopifycdn.com/photos/coastal-building-materials.jpg?width=1500,1,"",false,Specialty Coastal Materials | First Coast Home Remodeling,Specialized coastal materials for Florida environment,,g,,,active
specialty-coastal,,,,,,,,,Mold-Resistant Paint,,,,,,,,MS_SPECIALTY_002,0.0,,deny,manual,2400.00,,false,true,,,,,,,,,g,,,
specialty-coastal,,,,,,,,,Hurricane Shutters,,,,,,,,MS_SPECIALTY_003,0.0,,deny,manual,5200.00,,false,true,,,,,,,,,g,,,
specialty-coastal,,,,,,,,,Composite Decking,,,,,,,,MS_SPECIALTY_004,0.0,,deny,manual,3600.00,,false,true,,,,,,,,,g,,,
material-exchange,Material Exchange Service,<p>Professional material and fixture exchange service connecting homeowners and contractors.</p>,First Coast Home Remodeling,Services > Professional Services > Consulting Services,Services,"Exchange, Barter, Sustainable, Recycling",true,Service Type,Basic Material Trade,,,,,,,,TB_EXCHANGE_001,0.0,,deny,manual,450.00,,false,true,,https://burst.shopifycdn.com/photos/recycled-building-materials.jpg?width=1500,1,"",false,Material Exchange Service | First Coast Home Remodeling,Professional material exchange and barter facilitation,,g,,,active
material-exchange,,,,,,,,,Premium Material Trade,,,,,,,,TB_EXCHANGE_002,0.0,,deny,manual,650.00,,false,true,,,,,,,,,g,,,
material-exchange,,,,,,,,,Commercial Exchange,,,,,,,,TB_EXCHANGE_003,0.0,,deny,manual,750.00,,false,true,,,,,,,,,g,,,
material-exchange,,,,,,,,,High-Value Trade,,,,,,,,TB_EXCHANGE_004,0.0,,deny,manual,1200.00,,false,true,,,,,,,,,g,,,
surplus-management,Surplus Material Management,<p>Complete surplus material management service for contractors and property managers.</p>,First Coast Home Remodeling,Services > Professional Services > Consulting Services,Services,"Surplus, Inventory, Management, Commercial",true,Service Type,Basic Assessment,,,,,,,,TB_SURPLUS_001,0.0,,deny,manual,850.00,,false,true,,https://burst.shopifycdn.com/photos/construction-waste-management.jpg?width=1500,1,"",false,Surplus Material Management | First Coast Home Remodeling,Professional surplus material management and exchange,,g,,,active
surplus-management,,,,,,,,,Full Management,,,,,,,,TB_SURPLUS_002,0.0,,deny,manual,1650.00,,false,true,,,,,,,,,g,,,
surplus-management,,,,,,,,,Commercial Assessment,,,,,,,,TB_SURPLUS_003,0.0,,deny,manual,1200.00,,false,true,,,,,,,,,g,,,
surplus-management,,,,,,,,,Commercial Management,,,,,,,,TB_SURPLUS_004,0.0,,deny,manual,2400.00,,false,true,,,,,,,,,g,,,
eco-recycling,Eco-Friendly Recycling Program,<p>Sustainable material recycling and repurposing program designed to minimize construction waste.</p>,First Coast Home Remodeling,Services > Professional Services > Consulting Services,Services,"Recycling, Sustainable, Eco-Friendly, Green",true,Service Type,Basic Recycling,,,,,,,,TB_ECO_001,0.0,,deny,manual,325.00,,false,true,,https://burst.shopifycdn.com/photos/green-construction-recycling.jpg?width=1500,1,"",false,Eco-Friendly Recycling Program | First Coast Home Remodeling,Sustainable material recycling and repurposing,,g,,,active
eco-recycling,,,,,,,,,Premium Recycling,,,,,,,,TB_ECO_002,0.0,,deny,manual,525.00,,false,true,,,,,,,,,g,,,
eco-recycling,,,,,,,,,Large Project Basic,,,,,,,,TB_ECO_003,0.0,,deny,manual,850.00,,false,true,,,,,,,,,g,,,
eco-recycling,,,,,,,,,Large Project Premium,,,,,,,,TB_ECO_004,0.0,,deny,manual,1350.00,,false,true,,,,,,,,,g,,,
material-valuation,Material Valuation Service,<p>Professional material and fixture valuation service for insurance claims and estate planning.</p>,First Coast Home Remodeling,Services > Professional Services > Consulting Services,Services,"Valuation, Appraisal, Insurance, Assessment",true,Service Type,Basic Appraisal,,,,,,,,TB_VALUE_001,0.0,,deny,manual,450.00,,false,true,,https://burst.shopifycdn.com/photos/construction-appraisal-clipboard.jpg?width=1500,1,"",false,Material Valuation Service | First Coast Home Remodeling,Professional material and fixture valuation services,,g,,,active
material-valuation,,,,,,,,,Detailed Appraisal,,,,,,,,TB_VALUE_002,0.0,,deny,manual,750.00,,false,true,,,,,,,,,g,,,
material-valuation,,,,,,,,,Insurance Appraisal,,,,,,,,TB_VALUE_003,0.0,,deny,manual,950.00,,false,true,,,,,,,,,g,,,
material-valuation,,,,,,,,,Commercial Appraisal,,,,,,,,TB_VALUE_004,0.0,,deny,manual,1250.00,,false,true,,,,,,,,,g,,,
project-coordination,Basic Project Coordination,<p>Essential project coordination service including timeline management and delivery scheduling.</p>,First Coast Home Remodeling,Services > Professional Services > IT & Technology,Services,"Coordination, Timeline, Scheduling, Management",true,Service Type,Small Project Short,,,,,,,,LM_COORD_001,0.0,,deny,manual,650.00,,false,true,,https://burst.shopifycdn.com/photos/construction-project-management.jpg?width=1500,1,"",false,Basic Project Coordination | First Coast Home Remodeling,Professional project coordination and timeline management,,g,,,active
project-coordination,,,,,,,,,Small Project Long,,,,,,,,LM_COORD_002,0.0,,deny,manual,1150.00,,false,true,,,,,,,,,g,,,
project-coordination,,,,,,,,,Medium Project Short,,,,,,,,LM_COORD_003,0.0,,deny,manual,950.00,,false,true,,,,,,,,,g,,,
project-coordination,,,,,,,,,Medium Project Long,,,,,,,,LM_COORD_004,0.0,,deny,manual,1650.00,,false,true,,,,,,,,,g,,,
project-management,Full Project Management,<p>Comprehensive project management service including detailed timeline coordination and vendor management.</p>,First Coast Home Remodeling,Services > Professional Services > IT & Technology,Services,"Management, Oversight, Reporting, Premium",true,Service Type,Standard Kitchen,,,,,,,,LM_MGMT_001,0.0,,deny,manual,2200.00,,false,true,,https://burst.shopifycdn.com/photos/construction-supervisor-clipboard.jpg?width=1500,1,"",false,Full Project Management | First Coast Home Remodeling,Comprehensive project management and oversight,,g,,,active
project-management,,,,,,,,,Premium Kitchen,,,,,,,,LM_MGMT_002,0.0,,deny,manual,3200.00,,false,true,,,,,,,,,g,,,
project-management,,,,,,,,,Standard Bathroom,,,,,,,,LM_MGMT_003,0.0,,deny,manual,1650.00,,false,true,,,,,,,,,g,,,
project-management,,,,,,,,,Premium Full Home,,,,,,,,LM_MGMT_004,0.0,,deny,manual,5500.00,,false,true,,,,,,,,,g,,,
delivery-coordination,Delivery Coordination Service,<p>Specialized delivery and logistics coordination for construction materials and fixtures.</p>,First Coast Home Remodeling,Services > Professional Services > IT & Technology,Services,"Delivery, Coordination, Tracking, Materials",true,Service Type,Standard Basic,,,,,,,,LM_DELIV_001,0.0,,deny,manual,425.00,,false,true,,https://burst.shopifycdn.com/photos/construction-delivery-truck.jpg?width=1500,1,"",false,Delivery Coordination Service | First Coast Home Remodeling,Professional material delivery coordination and tracking,,g,,,active
delivery-coordination,,,,,,,,,Premium Basic,,,,,,,,LM_DELIV_002,0.0,,deny,manual,650.00,,false,true,,,,,,,,,g,,,
delivery-coordination,,,,,,,,,Standard Complex,,,,,,,,LM_DELIV_003,0.0,,deny,manual,750.00,,false,true,,,,,,,,,g,,,
delivery-coordination,,,,,,,,,Premium Complex,,,,,,,,LM_DELIV_004,0.0,,deny,manual,1150.00,,false,true,,,,,,,,,g,,,
vendor-management,Vendor Management Service,<p>Professional subcontractor and vendor management service including vetting and scheduling.</p>,First Coast Home Remodeling,Services > Professional Services > IT & Technology,Services,"Vendor, Subcontractor, Management, Coordination",true,Service Type,Basic Single Trade,,,,,,,,LM_VENDOR_001,0.0,,deny,manual,750.00,,false,true,,https://burst.shopifycdn.com/photos/construction-team-meeting.jpg?width=1500,1,"",false,Vendor Management Service | First Coast Home Remodeling,Professional subcontractor and vendor management,,g,,,active
vendor-management,,,,,,,,,Premium Single Trade,,,,,,,,LM_VENDOR_002,0.0,,deny,manual,1150.00,,false,true,,,,,,,,,g,,,
vendor-management,,,,,,,,,Basic Multiple Trades,,,,,,,,LM_VENDOR_003,0.0,,deny,manual,1450.00,,false,true,,,,,,,,,g,,,
vendor-management,,,,,,,,,Premium Multiple Trades,,,,,,,,LM_VENDOR_004,0.0,,deny,manual,2200.00,,false,true,,,,,,,,,g,,,
